Accession
C1G1Y7
C1GKU3
C1G0I9
C1G673
C1GH63
C1GLJ8
C1GJN5
C1G0N4
C1G8F8
C1GKM7
C1GBU2
C1GGE1
C1G1C6
C1G696
C1G054
C1GI20
C1GDR6
C1GE91
C1GKL7
C1G3U9
C1GJY9
C1GF88
C1FYE8
C1G4I0
C1FYE6
C1G389
C1G726
C1GLD8
C1G6F7
C1GGQ3
C1FZD4
A0A0A0HYM8
A0A0A0HT52
C1G6Y4
C1G3F2
C1GEQ8
C1GGQ7
A0A0A0HXV1
C1GJ45
C1GCV8
C1G0J6
C1GAM6
C1GJJ9
C1G887
C1G2D0
C1GCH9
C1G653
C1GHR8
C1FYR9
C1G7L5
C1GE86
Q1XA91
C1G6F9
C1FYL2
C1FYD8
C1GEV1
C1G9I8
C1G0H6
C1G5G4
C1GKI5
C1G6K0
C1G6M8
C1GL26
C1G351
C1G9P6
C1GJD3
C1GI58
C1G584
C1GIY1
C1GBX3
C1GLX6
C1G6V7
C1G1H4
C1G6U1
C1GF57
C1GBS0
C1GBX5
C1G0F2
C1GDN3
C1GG81
C1G532
C1GB60
C1GEA4
C1FZ84
C1G750
C1GCN9
C1GDK6
C1GLD3
C1FZB5
C1GBD6
C1GJN2
C1GMU3
C1GC74
C1G6E0
C1GFX9
C1GBF6
C1G390
C1G645
C1GD34
C1GHZ8
C1G8X1
C1G445
C1GKS3
A0A0A0HW75
C1G650
C1FZK1
C1GL06
C1GMS3
C1GDQ2
C1GCI7
C1G5Z8
C1GB99
C1G7G9
A0A0A0HUB3
C1G6E7
C1G7W6
C1GA79
C1GDU8
A0A0A0HYS7
C1GF68
C1GC82
C1FYX7
C1GE23
C1G651
C1FYQ2
C1G421
C1GIL9
C1GJX2
A0A0A0HRQ4
C1G911
C1GFA5
C1G356
A0A0A0HVP9
C1GBM3
C1GFA1
C1G7X8
C1GI69
C1GD04
C1G2E2
C1GA06
C1GAS0
C1GGE5
C1GIB2
C1GM91
C1GFP4
C1GL57
C1GAX4
C1GGE8
A0A0A0HWB1
C1G1R0
C1G620
C1GEJ5
C1GBD3
A0A0A0HQC4
C1GB68
C1GL34
C1G452
A0A0A0HUI8
C1GLY2
C1GF00
C1G164
C1G136
C1G760
C1G106
C1GHZ3
C1GCM9
C1G9P1
C1GH64
A0A0A0HRF5
C1GE31
A0A0A0HTY8
C1GJI6
C1G8R5
C1GGJ2
C1G4L1
C1G8T9
C1GMK0
C1G6T6
C1GMW4
C1G080
C1G4R7
C1FZL0
C1G632
C1GN32
C1GF82
C1GE65
C1G7W8
C1GA47
C1G6S1
C1GJD4
C1G8R0
C1GLA2
C1FZ18
C1FZN1
C1GD88
C1G5N0
C1G4D4
C1GJZ6
C1GIS2
C1G3Y0
C1GGK1
C1G1I3
C1G6J5
C1GKQ0
A0A0A0HVC6
C1G596
C1GIR6
C1GF18
C1GFI8
C1GE18
C1GLD2
C1GLJ3
C1G8M6
C1GGC0
C1GE73
A0A0A0HVN3
C1GER4
C1FZM8
C1G5V0
C1GCP8
C1GM45
C1GG46
C1GC37
C1FZ88
C1GML4
C1GK68
C1G486
C1GDV0
C1GDG5
C1GMI0
C1G8X4
C1G241
C1FZP0
C1GCJ6
C1GIX4
C1GEJ7
C1GAG5
C1G3R3
C1GEK5
C1GFJ7
C1G4M6
C1GH26
C1G3M8
C1GC81
C1G3H0
C1GIJ9
C1G506
C1G352
C1GHL1
C1GGW7
C1GGX7
C1GDI5
C1FZU0
C1FZ10
C1GDK7
A0A0A0HV97
A0A0A0HT60
C1G015
C1GM54
C1GH68
C1G3N9
C1G790
C1GG52
C1GJX3
C1G435
C1G8T5
C1G2P3
C1G5H2
C1GE44
C1GF61
C1GMP5
C1GBE6
C1GDE6
C1G0Y9
C1GA62
C1GIE5
C1GL13
C1GFZ5
C1GCZ3
C1GF39
C1G5X3
C1FYZ8
C1G035
C1G3A3
C1G5Z2
C1G7J3
C1G114
C1G4I2
C1G021
C1FYF5
C1GGW8
C1GCN2
C1GMF6
C1G885
C1G8P1
C1GLB3
C1GEQ4
C1G3B6
C1FYT2
C1GFW9
C1GIC8
C1GCX1
C1FZG2
C1GF36
C1GHH0
C1G2E6
C1GCS1
C1GA60
C1GCP2
C1G970
C1GDU4
C1G6P0
C1G8T2
C1G5A0
C1GN02
A0A0A0HVZ1
A0A0A0HXB0
C1GMM4
C1G4W6
C1G7F7
C1GJ85
C1GA21
C1G4X7
C1GKM6
C1GBE7
C1GFJ0
C1GM97
C1GHW6
C1GM90
C1GA22
C1GB11
A0A0A0HWM5
A0A0A0HVE7
A0A0A0HV65
C1FYT6
C1G2M4
C1G713
C1GKF7
C1G3P2
C1GLZ6
C1GI49
C1G0A1
C1G3R7
C1G9D6
C1GLA9
C1GLH5
C1GF96
C1GDI1
A0A0A0HQS4
C1G6S5
C1GCH5
C1G8Y4
A0A0A0HWU6
C1G9H9
C1G5B9
C1GHR9
C1G833
C1GC10
C1G1H9
C1GIX9
C1G4P9
C1GLJ0
C1G548
C1GKB8
C1GGB6
C1GID7
C1G3H9
C1GLD7
C1G347
A0A0A0HRM5
C1G972
C1G481
C1G9X5
C1GET1
C1GBF1
C1GIH3
C1GDU6
C1GKQ8
C1GB51
C1GLZ5
A0A0A0HV88
C1GDT4
C1G056
C1GL49
C1GK53
C1GDM8
C1G2V2
C1G792
C1G2R8
C1GB53
C1GM67
C1G7E0
C1G0V1
A0A0A0HX82
C1GAK7
C1G4B8
C1GI13
C1GM32
C1G162
A0A0A0HTA9
A0A0A0HVQ5
C1G6Z0
C1GB14
C1GCP5
A0A0A0HUN4
C1G6R0
C1FZD3
C1FYS2
C1GBQ7
C1G5B1
C1GMV5
C1GMA5
C1GHR3
C1GJW2
C1GD03
C1G825
A0A0A0HVJ6
C1G1K5
C1GHD0
C1G784
C1G3X4
C1GAU3
C1GMM3
C1GAY3
C1GI92
C1GMG0
C1G8Q6
C1G374
C1GJB9
C1G9W1
C1GJ13
C1GCI8
C1G5D4
C1G0G7
C1G314
C1G6B9
C1GHI4
C1G7M3
C1G5A5
C1G4Y3
C1GF72
C1G9S3
C1G4I6
C1G801
C1G5J3
C1GCR9
C1GF56
C1G1S4
A0A0A0HQY7
C1G3Y6
C1G0L9
C1G4S4
C1G0S7
C1GIU3
C1GLG2
C1GLR3
C1GK52
C1G3N6
C1GD55
C1G6U3
C1GCH7
C1G8S4
C1GEZ2
C1G8U8
C1GJ94
C1GJ20
C1GDT0
C1GAG0
C1GE82
C1G029
C1GKY7
A0A0A0HW92
C1G7Y9
C1G6V3
C1GC97
C1GJ51
C1FZH8
C1G1W6
C1GL70
A0A0A0HUM5
C1GMN0
C1GMW1
C1GK06
C1G3V6
C1G4I3
C1FYP7
C1GMH9
C1G9R4
C1G8L6
C1GD64
A0A0A0HQT1
C1FZK3
C1G4M7
C1G3B1
C1GMH8
C1GJ91
C1GN30
C1GJS0
C1GIX0
A0A0A0HVL2
C1G4V4
C1GGK4
C1G828
C1G6I7
A0A0A0HX33
C1GM70
C1G4M0
C1GMZ9
C1GLM8
C1GJT7
C1GJI2
C1G186
C1G6U0
C1GJI4
C1GCY6
C1G6I9
C1G0R1
C1G1N8
C1GMY5
C1G0T3
C1GE99
C1GDK8
C1G731
A0A0A0HS08
C1GLB9
C1GCG3
C1G237
C1G623
C1GCW3
C1G3B3
C1G654
C1GEB6
C1G1M6
C1GB44
C1G8M0
C1GJI5
C1G969
C1GGJ0
C1FZE7
C1GAK2
C1GKM9
C1GI75
C1GB77
C1G7P8
C1GD41
C1G2B7
C1GB20
C1G128
C1G733
C1GJT3
C1GFA4
C1G0C7
C1GAK1
C1GD52
C1GBB1
C1GL08
C1G188
C1GJN9
C1GBS5
C1G3I3
C1G6W7
C1G3W9
C1G2V4
C1GGC9
C1GE66
C1FYY9
A0A0A0HU99
C1G240
C1G2I6
C1GHP7
C1FYF7
C1GA27
C1GGY2
C1FZR3
C1GD73
C1GFV7
C1G2C2
A0A0A0HWQ0
C1GCR6
C1GJU9
C1GMA3
C1GKH6
C1G058
C1G950
C1GEJ0
C1G975
C1G553
C1G487
C1G0T1
C1GMP8
C1G004
C1GK00
C1GA74
C1G630
C1GJ40
C1G0B6
C1GHX0
C1GG56
C1GFE0
C1G6V8
C1G763
C1GE87
C1GHY9
C1GMD9
C1G3Q1
C1G6G4
C1GJW7
C1G3Y3
C1GJ36
C1FZR8
C1GJP5
A0A0A0HVI1
C1GKY9
C1GIJ8
C1G095
A0A0A0HVX2
C1G462
A0A0A0HT76
C1FYF8
C1G9X7
C1GL21
C1GLI3
C1GMW7
A0A0A0HVR3
C1GE89
C1GG06
C1G8D5
C1GME5
C1GLG5
C1G031
C1G5E1
C1GLL4
C1GCS5
C1G1V7
C1GIQ5
C1GJJ7
C1GJR3
C1FYV1
C1FZQ0
C1GHG1
C1G243
C1GKQ1
A0A0A0HR79
C1GF34
A0A0A0HWN9
C1G6C5
C1GDE5
C1GIP0
A0A0A0HTR3
C1G063
C1G9J0
C1GBP1
C1G161
C1G5K5
A0A0A0HUK5
C1G0S4
C1GN68
C1G3R6
A0A0A0HTD9
C1GL33
C1G698
C1GHX6
A0A0A0HWV0
C1GC83
C1G6X1
A0A0A0HTY3
C1GKC8
A0A0A0HS01
C1G202
C1GDT2
C1GKL1
C1GHV0
C1GFR3
C1FZQ1
C1GEH2
A0A0A0HU39
C1GJU2
C1GJI7
C1GK45
C1GAT1
C1GE11
C1GGA2
C1GI31
C1GMV6
C1G6V9
C1G3V8
C1GEC2
C1G1Z2
C1G257
A0A0A0HVM2
C1G4X6
C1G1C0
C1GCI1
C1GHH2
A0A0A0HUV5
C1G9J8
C1FZT6
C1G624
A0A0A0HUB7
C1GM58
C1G5J6
C1GKA9
C1GL55
C1G890
C1G6G7
C1G0F1
C1GJR0
C1GBJ3
C1G6C1
